answer.topic_new,scenario.id
['Government or politics generally'],7410928423238946081
"['Crime generally', 'Government or politics generally']",7391491221459373345
"['Abortion and reproductive health', 'Government or politics generally']",7395631558301846817
"['Racial issues, including affirmative action and racial discrimination', 'Education', 'Government or politics generally']",7423544118804090143
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7355917738306506027
['Government or politics generally'],7393707150775815454
['Government or politics generally'],7377003656945634593
"['Racial issues, including affirmative action and racial discrimination', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7361816630021721390
['Government or politics generally'],7423123307991502123
['Crime generally'],7416248797027634452
"['Crime generally', 'Other public health issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7418477897104641288
"['Crime generally', 'Other public health issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7418477897104641288
"['LGBTQ+ issues, including transgender issues', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7366373911019195680
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7407829565201992991
"['Biden dropping out of the presidential race', 'Government or politics generally']",7421692288557911327
"['Government or politics generally', 'Biden dropping out of the presidential race']",7396326070439480594
"['Government or politics generally', 'Biden dropping out of the presidential race']",7396326070439480594
"['Economy generally', 'Government or politics generally']",7419835858666163487
"['Government or politics generally', 'Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7377522048152685830
"['Abortion and reproductive health', 'Government or politics generally']",7418622004565265707
"['Racial issues, including affirmative action and racial discrimination']",7364854106940394795
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7428208095886626080
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7426399891301174558
"['Economy generally', 'Government or politics generally', 'Biden dropping out of the presidential race']",7394911706226461982
"['Climate change', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423079284509576479
['Government or politics generally'],7370842727732317472
"['Government or politics generally', 'Biden dropping out of the presidential race']",7419748460070489387
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7400548419116338463
"['Assassination attempt on Donald Trump', 'Government or politics generally']",7415333893852761387
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7390630841853938952
"['Education', 'Government or politics generally']",7406185520402943263
"['Crime generally', 'Guns and gun control', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7363668955996687647
['Crime generally'],7423468240015215905
"['Other technology issues', 'Government or politics generally']",7360820662719548714
"['Climate change', 'Government or politics generally']",7371442417486073120
"['Economy generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7401047777012190470
"['Economy generally', 'Government or politics generally']",7418335756504042794
"['Government or politics generally', 'Other']",7395703228899331370
"['LGBTQ+ issues, including transgender issues', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7388674603301768479
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7379313200627469611
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7422380905278278954
['Government or politics generally'],7391559945742765343
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7424888686652738848
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Other technology issues']",7383105677377457451
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Other technology issues']",7383105677377457451
['Government or politics generally'],7427638354591698206
['Government or politics generally'],7427638354591698206
['Government or politics generally'],7296951693529402657
"['Other public health issues', 'Economy generally', 'Government or politics generally']",7413691658618932513
"['Crime generally', 'Assassination attempt on Donald Trump', 'Government or politics generally']",7387409112784604458
"['Government or politics generally', 'Biden dropping out of the presidential race']",7413524571866926379
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7418988204201610526
['Government or politics generally'],7434656674025196830
['Government or politics generally'],7433121989658676523
"['Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7391108585415085320
"['Abortion and reproductive health', 'Guns and gun control', 'Government or politics generally']",7414573439123492139
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally', 'Biden dropping out of the presidential race']",7421683864357211438
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7274216666739789088
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7418169294158073096
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7394469405356313899
"['Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7429119861332249902
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7420865621258243370
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7395574932706528544
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7416595146319465733
['Government or politics generally'],7406766377316502814
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7395687822687997227
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7415004223387012395
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7394814840629431585
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7387119947274652936
"['Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues']",7400480226947386654
"['Government or politics generally', 'Biden dropping out of the presidential race']",7433499965093186858
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7415669354601188651
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7425283514951585056
"['Crime generally', 'Climate change', 'Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7423889354818358533
"['Crime generally', 'Government or politics generally']",7408659938261732638
"['Crime generally', 'Government or politics generally']",7375261603903573291
"['Crime generally', 'Government or politics generally']",7374180951020145928
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7418819117806849323
"['Racial issues, including affirmative action and racial discrimination']",7417977456876997919
"['Crime generally', 'Assassination attempt on Donald Trump', 'Government or politics generally']",7391288403326700833
"['Immigration', 'Government or politics generally']",7413591595682909483
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7383881000662682923
['Government or politics generally'],7379768394507128106
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7424340159375609131
"['Education', 'Government or politics generally']",7402342419619958059
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7416719550667853089
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7413431178092449054
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7398232289777356063
"['Racial issues, including affirmative action and racial discrimination', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7374430847472012587
"['Assassination attempt on Donald Trump', 'Government or politics generally']",7415008683588898078
"['Assassination attempt on Donald Trump', 'Government or politics generally']",7392367569497230635
"['Crime generally', 'Economy generally', 'Other technology issues', 'Government or politics generally']",7406578299826130218
"['Crime generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7410012296610663688
"['Economy generally', 'Government or politics generally']",7418942362396724526
"['Immigration', 'Abortion and reproductive health', 'Other public health issues', 'Economy generally', 'Government or politics generally']",7415379913433271582
"['Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7372136151554985249
"['Racial issues, including affirmative action and racial discrimination', 'Education']",7424872963264089376
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7399302189123931434
"['Government or politics generally', 'Biden dropping out of the presidential race']",7413034753852460331
['Government or politics generally'],7399081105208659246
"['LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7418007851421027626
['Government or politics generally'],7397963478008450346
['Government or politics generally'],7382682976640896262
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7426806576452865322
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7428699789350522143
['Crime generally'],7411531717976083758
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7421247471986232607
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7416031425301957918
"['Government or politics generally', 'Biden dropping out of the presidential race']",7421377762855832875
"['Abortion and reproductive health', 'Guns and gun control', 'Government or politics generally']",7416382498986413343
"['Abortion and reproductive health', 'Guns and gun control', 'Government or politics generally']",7416382498986413343
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7357340644144205089
"['Biden dropping out of the presidential race', 'Government or politics generally']",7394424931343256862
"['Biden dropping out of the presidential race', 'Government or politics generally']",7394424931343256862
['Government or politics generally'],7418975197031632170
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration', 'Other']",7355147400756940075
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7410945003964435754
['Government or politics generally'],7408147932349861166
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7416277328172469537
['Government or politics generally'],7374713303685254443
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7374453998230850859
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7374471590190386465
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7396430153162689824
['Government or politics generally'],7392799540157386027
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7418670666322283806
"['Economy generally', 'Government or politics generally']",7424560595925503278
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7418689028465151248
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7395608782778256670
['Government or politics generally'],7413871113362591019
"['Immigration', 'Government or politics generally']",7413244480255544607
"['Racial issues, including affirmative action and racial discrimination', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7415587518877322526
"['Government or politics generally', 'Economy generally']",7397217623026552095
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally', 'Economy generally']",7394539364430155040
['Government or politics generally'],7404615175304662305
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7418856100851715360
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7418274416645410094
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7419071515267763499
"['Government or politics generally', 'Economy generally']",7419419443517852959
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7413541846846147886
"['Government or politics generally', 'Biden dropping out of the presidential race']",7420445930140241182
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7415024249460509994
"['Crime generally', 'Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7402675701456915745
['Guns and gun control'],7427935577237916961
"['Racial issues, including affirmative action and racial discrimination', 'Education']",7410191681460522270
['Government or politics generally'],7409368296585301290
"['Covid, including covid vaccines', 'Other technology issues', 'Government or politics generally']",7421210023151291681
['Ukraine war'],7418201569147063585
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7405050465760726315
['Government or politics generally'],7414142043431161120
"['Immigration', 'Government or politics generally']",7411191238092672299
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7389012133008231712
"['Government or politics generally', 'Biden dropping out of the presidential race']",7405437463008742698
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7391984572730330410
"['Economy generally', 'Government or politics generally']",7372725326717275425
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7381495211219864849
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7384021183513005329
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7362611707581189418
"['Government or politics generally', 'Other']",7362240831610211626
"['Abortion and reproductive health', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7428246602613132586
['Government or politics generally'],7410524379668335918
['Government or politics generally'],7396382716658339103
['Government or politics generally'],7417486925403065632
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7411177944162241834
"['Assassination attempt on Donald Trump', 'Republican National Convention (RNC)', 'Government or politics generally']",7392582160147844382
"['LGBTQ+ issues, including transgender issues', 'Racial issues, including affirmative action and racial discrimination']",7413442946130791722
"['Other public health issues', 'Other technology issues', 'Government or politics generally']",7429823878270045483
"['Crime generally', 'Guns and gun control', 'Government or politics generally']",7411128525979323679
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7404076977273048350
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7421061230124633350
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7377890630539808042
"['Government or politics generally', 'Biden dropping out of the presidential race']",7409051233945701662
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7400794712556227870
"['Crime generally', 'Other public health issues', 'Government or politics generally']",7426901307258064158
"['Government or politics generally', 'Biden dropping out of the presidential race']",7399652235460005166
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7416808135605669152
"['Racial issues, including affirmative action and racial discrimination', 'Biden dropping out of the presidential race', 'Government or politics generally']",7414792110605339946
"['Assassination attempt on Donald Trump', 'Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7415014217847278878
"['Economy generally', 'Government or politics generally']",7354491229192604971
"['Immigration', 'Economy generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7401455054554778912
['Government or politics generally'],7409094752970312991
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7428805772718574894
"['Immigration', 'Economy generally', 'Government or politics generally']",7414171001619025182
['Government or politics generally'],7363254142053223711
"['Abortion and reproductive health', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7428020851578015022
"['Government or politics generally', 'Biden dropping out of the presidential race']",7427899680354307358
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7395219799044803857
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7362938015481859374
"['Democratic National Convention (DNC)', 'Government or politics generally']",7402789290624814378
"['Government or politics generally', 'Other']",7421906757066313006
"['Government or politics generally', 'Biden dropping out of the presidential race']",7430490617953783086
['Government or politics generally'],7391561044927237418
['Government or politics generally'],7420810406861573406
"['Education', 'Government or politics generally']",7403050649262230830
"['Education', 'Government or politics generally']",7403050649262230830
"['Crime generally', 'Guns and gun control']",7423618924811423007
"['Crime generally', 'Guns and gun control']",7423618924811423007
['Government or politics generally'],7417566686783606059
['Government or politics generally'],7411604082835705131
['Government or politics generally'],7411604082835705131
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7420954333140765983
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7409330623665540383
['Government or politics generally'],7433829512200228142
['Government or politics generally'],7433829512200228142
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7338953912436772142
"['Government or politics generally', 'Biden dropping out of the presidential race']",7423149343726734622
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7374082539230678315
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7378596277803552030
"['Government or politics generally', 'Other']",7418255670883011883
['Government or politics generally'],7377777862469848363
"['Crime generally', 'Economy generally', 'Government or politics generally']",7416476532354419998
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7420187096410770731
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7420187096410770731
"['Crypto', 'Government or politics generally']",7419013572644162858
['Government or politics generally'],7412868931897085214
['Government or politics generally'],7404634506700819742
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Covid, including covid vaccines', 'Economy generally', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7413543748229025067
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7369077225280245025
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7360089994339339566
"['Environment generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7408894361351753006
"['Assassination attempt on Donald Trump', 'Government or politics generally']",7396799444731186433
['Government or politics generally'],7429034985681734958
"['Other public health issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7382028239348272426
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7367540349771844907
"['Economy generally', 'Republican National Convention (RNC)', 'Government or politics generally']",7393374411916676383
"['Abortion and reproductive health', 'Education', 'Other public health issues', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7413904634487541024
"['Democratic National Convention (DNC)', 'Biden dropping out of the presidential race', 'Government or politics generally']",7404834452720979242
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7403818682498960671
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other public health issues']",7421207582783638790
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7366033007880195374
"['Biden dropping out of the presidential race', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7387701076885015854
"['Climate change', 'Economy generally', 'Government or politics generally']",7420988910651772206
"['Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7428973759417060639
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Ukraine war']",7433059539102010655
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Ukraine war']",7433059539102010655
"['Government or politics generally', 'Biden dropping out of the presidential race']",7426765193331379498
"['Government or politics generally', 'Biden dropping out of the presidential race']",7426765193331379498
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7426001999222623521
"['Economy generally', 'Assassination attempt on Donald Trump', 'Government or politics generally']",7419545279507991854
"['Climate change', 'Abortion and reproductive health', 'Guns and gun control', 'LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7418386860248026399
"['Republican National Convention (RNC)', 'Democratic National Convention (DNC)', 'Government or politics generally']",7404953840442772766
"['Guns and gun control', 'Government or politics generally']",7214447802544442642
['Government or politics generally'],7359159053337054481
['Government or politics generally'],7359159053337054481
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7419611132366753067
['Government or politics generally'],7418690606332955934
"['Education', 'Government or politics generally']",7405586005278887214
"['Racial issues, including affirmative action and racial discrimination']",7370326677118864673
"['Crime generally', 'Guns and gun control', 'Assassination attempt on Donald Trump', 'Government or politics generally']",7391861607078415659
"['Other technology issues', 'Government or politics generally']",7358606567480233262
"['Guns and gun control', 'Government or politics generally']",7398588442260589870
"['Immigration', 'Racial issues, including affirmative action and racial discrimination', 'Economy generally', 'Government or politics generally']",7428291747534441759
"['Crime generally', 'Government or politics generally']",7405002968128408874
"['Biden dropping out of the presidential race', 'Government or politics generally']",7390866711857155359
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7382615517279915297
"['Immigration', 'Abortion and reproductive health', 'Racial issues, including affirmative action and racial discrimination', 'Education', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally', 'Biden dropping out of the presidential race']",7418291159350431018
"['Biden dropping out of the presidential race', 'Government or politics generally']",7431243844605201707
"['Crime generally', 'Immigration', 'Government or politics generally']",7399408005478944043
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7428825831100747040
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7418298982134287647
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7425670531166391594
['Government or politics generally'],7392716175437745439
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422092866169736490
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7422092866169736490
"['Government or politics generally', 'Biden dropping out of the presidential race']",7396371892422266158
"['Government or politics generally', 'Biden dropping out of the presidential race']",7396371892422266158
['Government or politics generally'],7396751443371330846
['Government or politics generally'],7396751443371330846
"['Government or politics generally', 'Biden dropping out of the presidential race']",7432858919183125806
"['Government or politics generally', 'Biden dropping out of the presidential race']",7432858919183125806
"['Immigration', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7415602550885322015
"['Immigration', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7415602550885322015
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7416806275637546263
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7366806370022362414
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7366806370022362414
"['Guns and gun control', 'Government or politics generally']",7415991938899381547
"['LGBTQ+ issues, including transgender issues', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7398777817464343841
['Government or politics generally'],7416418874205244715
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Other']",7424544178253679878
['Crime generally'],7418917799940164897
['Government or politics generally'],7407112229079862571
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Racial issues, including affirmative action and racial discrimination']",7375249699453865247
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7390505766337219846
['Government or politics generally'],7423224108567039265
"['Democratic National Convention (DNC)', 'Government or politics generally']",7406831782823316779
"['Crime generally', 'Covid, including covid vaccines', 'Economy generally', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7372631011911404843
['Government or politics generally'],7423008836203662634
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7365397665611369771
"['Government or politics generally', 'Ukraine war']",7372662151024086304
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7408558840792354056
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7306147703489121579
"['Crime generally', 'Government or politics generally']",7395324529154788650
"['Crime generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7424084639486201096
"['Government or politics generally', 'Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7373331382396800298
"['Government or politics generally', 'Ukraine war']",7348860819112742176
"['Crime generally', 'Government or politics generally']",7371619795147476266
['Other'],7372825372217347370
"['Government or politics generally', 'Biden dropping out of the presidential race']",7433485559068232990
['Government or politics generally'],7413220055615278367
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7364808679901728043
"['Government or politics generally', 'Ukraine war']",7403526853765451040
['Government or politics generally'],7427440066508672263
"['Government or politics generally', 'Other']",7373803325201911073
['Government or politics generally'],7431732547979201835
['Government or politics generally'],7434126452305546527
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7416816417695173921
"['Immigration', 'Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7425308721502293281
"['Government or politics generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7372519498697428266
"['Racial issues, including affirmative action and racial discrimination', 'Education', 'Government or politics generally']",7427222874102025515
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7412856918542224648
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7435040404032032033
"['Climate change', 'Environment generally', 'Immigration', 'Abortion and reproductive health', 'LGBTQ+ issues, including transgender issues', 'Government or politics generally']",7434687674641829162
"['Government or politics generally', 'Biden dropping out of the presidential race']",7433943337280769285
['Government or politics generally'],7392618967082224938
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7349288480930942250
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally']",7391890854295686443
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7409375554970930463
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7414956147007835422
['Government or politics generally'],7433885220236987679
"['Crime generally', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above']",7364921388693474606
"['Government or politics generally', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7335165014501756203
"['Economy generally', 'Government or politics generally']",7413834556899331333
"['Ukraine war', 'Anything outside the US or involve US foreign relations except for Israel, Gaza, Ukraine, or immigration']",7432055270383095086
['Government or politics generally'],7431677233107914015
"['Immigration', 'Abortion and reproductive health', 'Guns and gun control', 'Covid, including covid vaccines', 'Economy generally', 'Government or politics generally']",7424489242891406622
"['Economy generally', 'Government or politics generally']",7418704029234072874
"['Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7420180839151045930
"['Abortion and reproductive health', 'Government or politics generally']",7417968945531047210
"['Crime generally', 'Government or politics generally']",7423611764106939679
"['Racial issues, including affirmative action and racial discrimination', 'Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Government or politics generally', 'Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7361808565775961350
['Government or politics generally'],7431362526056647978
"['Other social issues, including culture war issues, labor, and other social issues that are not covered above', 'Economy generally', 'Government or politics generally']",7419151668559875370
"['Israel, Gaza or Palestine, including anything about Netanyahu or Hamas']",7434647908399533354
"['Racial issues, including affirmative action and racial discrimination', 'Government or politics generally']",7332254402998242567
